"Num_Auto_Mvt","Num_Mvt","Mvt","Categorie","Categdep","MT_Chiffre_Mvt_R","MT_Chiffre_Mvt_D","TYPE","DESIGN","MOISAN","MT_Lttre_Mvt","Motif_Mvt","Date_Mvt","Date_Mvt1","NORD","DATBEO","Code_Service","Service_Mvt","COMPT","DAF","DP","GDP","Solde_Av_Mvt","Solde_Av_Mvt1","Solde_Ap_Mvt","Solde_Ap_Mvt1","Heure_Mvt","Benef_Mvt","Code_Rubrique","Rubrique_Mvt","REP","CODE","MOIS","ANNE","MOISAN2","NBEO","MLMOIS","DATF","TITRE","COD"
"768","566","Dépenses","Dépenses","Dépenses","0","2000000","AUTRES","","OCTOBRE/2022","Deux millions de francs congolais","Frais pour la lutte contre la fraude","18/10/2022 00:00:00","2022/10/18","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","171557631,06","171557631,06","169557631,06","169557631,06","30/12/1899 09:36:27","","","","0","659800","OCTOBRE","2022","","93","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"769","567","Dépenses","Dépenses","Dépenses","0","388780","AUTRES","","OCTOBRE/2022","Trois cent quatre-vingt huit mille sept cent quatre-vingt francs congolais","Achat peaux de fleurs","18/10/2022 00:00:00","2022/10/18","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","169557631,06","169557631,06","169168851,06","169168851,06","30/12/1899 09:37:23","","","","0","624000","OCTOBRE","2022","","94","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"770","568","Dépenses","Dépenses","Dépenses","0","755000","AUTRES","","OCTOBRE/2022","Sept cent cinquante cinq mille francs congolais","Achat armoires bureaux","18/10/2022 00:00:00","2022/10/18","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","169168851,06","169168851,06","168413851,06","168413851,06","30/12/1899 09:38:38","","","","0","604710","OCTOBRE","2022","","95","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"771","569","Dépenses","Dépenses","Dépenses","0","200000","AUTRES","","OCTOBRE/2022","Deux cent mille francs congolais","Achat matelas pour policiers de garde","18/10/2022 00:00:00","2022/10/18","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","168413851,06","168413851,06","168213851,06","168213851,06","30/12/1899 09:40:03","","","","0","624000","OCTOBRE","2022","","96","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"772","570","Dépenses","Dépenses","Dépenses","0","657000","AUTRES","","OCTOBRE/2022","Six cent cinquante sept mille francs congolais","Réparation,trav. configuration,mise en sce des ordinateurs","18/10/2022 00:00:00","2022/10/18","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","168213851,06","168213851,06","167556851,06","167556851,06","30/12/1899 09:41:38","","","","0","604720","OCTOBRE","2022","","97","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"773","571","Dépenses","Dépenses","Dépenses","0","2859500","AUTRES","","OCTOBRE/2022","Deux millions huit cent cinquante neuf mille cinq cent neuf francs congolais","Debosselage et peinture jeep 8237","18/10/2022 00:00:00","2022/10/18","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","167556851,06","167556851,06","164697351,06","164697351,06","30/12/1899 09:42:43","","","","0","624000","OCTOBRE","2022","","98","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"774","572","Dépenses","Dépenses","Dépenses","0","400000","AUTRES","","OCTOBRE/2022","Quatre cent mille francs congolais","Achat switchs","18/10/2022 00:00:00","2022/10/18","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","164697351,06","164697351,06","164297351,06","164297351,06","30/12/1899 09:44:04","","","","0","604720","OCTOBRE","2022","","99","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"775","573","Dépenses","Dépenses","Dépenses","0","999500","AUTRES","","OCTOBRE/2022","Neuf cent quatre-vingt  dix-neuf mille cinq cent francs congolais","Achat articles en PVC","18/10/2022 00:00:00","2022/10/18","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","164297351,06","164297351,06","163297851,06","163297851,06","30/12/1899 09:44:55","","","","0","624000","OCTOBRE","2022","","100","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"786","584","Dépenses","Dépenses","Dépenses","0","952000","AUTRES","","OCTOBRE/2022","Neuf cent cinquante deux mille francs congolais","Frais de réparation coffre fort fonds social","19/10/2022 00:00:00","2022/10/19","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","129428601,06","129428601,06","128476601,06","128476601,06","30/12/1899 11:01:12","","","","0","624000","OCTOBRE","2022","","113","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"787","585","Dépenses","Dépenses","Dépenses","0","975000","AUTRES","","OCTOBRE/2022","Neuf cent soixante  quinze mille francs congolais","Achat unités de tambours photocopieuse","19/10/2022 00:00:00","2022/10/19","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","128476601,06","128476601,06","127501601,06","127501601,06","30/12/1899 11:03:03","","","","0","604710","OCTOBRE","2022","","114","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"788","586","Dépenses","Dépenses","Dépenses","0","1142100","AUTRES","","OCTOBRE/2022","Un million cent quarante deux mille cent deux francs congolais","Conception, placement enseigne lumineuse DGDA/KV","19/10/2022 00:00:00","2022/10/19","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","127501601,06","127501601,06","126359501,06","126359501,06","30/12/1899 11:04:37","","","","0","624000","OCTOBRE","2022","","115","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"789","587","Dépenses","Dépenses","Dépenses","0","1870500","AUTRES","","OCTOBRE/2022","Un million huit cent soixante  dix mille cinq cent francs congolais","Achat pièces de rechanges groupe électrogène","19/10/2022 00:00:00","2022/10/19","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","126359501,06","126359501,06","124489001,06","124489001,06","30/12/1899 11:06:05","","","","0","624000","OCTOBRE","2022","","116","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"790","588","Dépenses","Dépenses","Dépenses","0","294000","AUTRES","","OCTOBRE/2022","Deux cent quatre-vingt  quatorze mille francs congolais","Achat chaise safari pour le comptable","19/10/2022 00:00:00","2022/10/19","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","124489001,06","124489001,06","124195001,06","124195001,06","30/12/1899 11:07:08","","","","0","604710","OCTOBRE","2022","","117","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"791","589","Dépenses","Dépenses","Dépenses","0","305792,35","AUTRES","","OCTOBRE/2022","Trois cent cinq mille sept cent quatre-vingt  douze et trente cinq centime francs congolais","Achat rideaux stores pour bureau Accises","19/10/2022 00:00:00","2022/10/19","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","124195001,06","124195001,06","123889208,71","123889208,71","30/12/1899 11:09:58","","","","0","624000","OCTOBRE","2022","","118","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"792","590","Dépenses","Dépenses","Dépenses","0","305679,95","AUTRES","","OCTOBRE/2022","Trois cent cinq mille six cent soixante  dix-neuf et quatre-vingt  quinze centime francs congolais","Achat rideaux stores bureau IFI","19/10/2022 00:00:00","2022/10/19","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","123889208,71","123889208,71","123583528,76","123583528,76","30/12/1899 11:11:32","","","","0","624000","OCTOBRE","2022","","119","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"807","605","Dépenses","Dépenses","Dépenses","0","537000","AUTRES","","OCTOBRE/2022","Cinq cent trente sept mille francs congolais","Achat carburant GE/GU","21/10/2022 00:00:00","2022/10/21","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","107066578,76","107066578,76","106529578,76","106529578,76","30/12/1899 14:50:35","","","","0","604210","OCTOBRE","2022","","134","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"816","613","Dépenses","Dépenses","Dépenses","0","100000","AUTRES","","OCTOBRE/2022","Cent mille francs congolais","Frais de reliure rapport d'activités aout 2022","24/10/2022 00:00:00","2022/10/24","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","103527578,76","103527578,76","103427578,76","103427578,76","30/12/1899 15:06:22","","","","0","632860","OCTOBRE","2022","","142","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"846","642","Dépenses","Dépenses","Dépenses","0","160000","AUTRES","","OCTOBRE/2022","Cent soixante mille francs congolais","Réparation et achat pces de rechanges jeep 8236","28/10/2022 00:00:00","2022/10/28","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","76146415,56","76146415,56","75986415,56","75986415,56","30/12/1899 11:11:37","","","","0","624000","OCTOBRE","2022","","172","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"847","643","Dépenses","Dépenses","Dépenses","0","400000","AUTRES","","OCTOBRE/2022","Quatre cent mille francs congolais","Réparation de 03 jeeps 4393,8236,7252 (acpte)","28/10/2022 00:00:00","2022/10/28","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","75986415,56","75986415,56","75586415,56","75586415,56","30/12/1899 11:13:26","","","","0","624000","OCTOBRE","2022","","173","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"848","644","Dépenses","Dépenses","Dépenses","0","525000","AUTRES","","OCTOBRE/2022","Cinq cent vingt cinq mille francs congolais","Frais de climatisation jeep 5598","28/10/2022 00:00:00","2022/10/28","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","75586415,56","75586415,56","75061415,56","75061415,56","30/12/1899 11:14:19","","","","0","624000","OCTOBRE","2022","","174","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"849","30","Recettes","Recettes","Recettes","210000","0","AUTRES","","OCTOBRE/2022","Deux cent dix mille francs congolais","KV, vente bordereau d'accises BRC N°0105978","31/10/2022 00:00:00","2022/10/31","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","75061415,56","75061415,56","75271415","75271415","30/12/1899 13:08:28","Centre Médical","","","0","707820","OCTOBRE","2022","","","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"850","645","Dépenses","Dépenses","Dépenses","0","95000","AUTRES","","OCTOBRE/2022","Quatre-vingt  quinze mille francs congolais","Achat 10 registres A4 200F","28/10/2022 00:00:00","2022/10/28","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","75271415,56","75271415,56","75176415,56","75176415,56","30/12/1899 13:14:57","","","","0","604710","OCTOBRE","2022","","177","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"851","646","Dépenses","Dépenses","Dépenses","0","892500","AUTRES","","OCTOBRE/2022","Huit cent quatre-vingt  douze mille cinq cent francs congolais","Achat 06 pces unités de tambours pour photocopieuses","28/10/2022 00:00:00","2022/10/28","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","75176415,56","75176415,56","74283915,56","74283915,56","30/12/1899 13:16:24","","","","0","624000","OCTOBRE","2022","","178","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"852","647","Dépenses","Dépenses","Dépenses","0","1670000","AUTRES","","OCTOBRE/2022","Un million six cent soixante  dix mille francs congolais","Achat pces de rechanges bus 6345","28/10/2022 00:00:00","2022/10/28","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","74283915,56","74283915,56","72613915,56","72613915,56","30/12/1899 13:17:16","","","","0","624000","OCTOBRE","2022","","179","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"817","614","Dépenses","Dépenses","Dépenses","0","4869280","AUTRES","","OCTOBRE/2022","Quatre millions huit cent soixante neuf mille deux cent quatre-vingt francs congolais","Pment facture SCPT, cons.energie electr. mars 22","25/10/2022 00:00:00","2022/10/25","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","103427578,76","103427578,76","98558298,76","98558298,76","30/12/1899 15:08:23","","","","0","605200","OCTOBRE","2022","","143","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"818","615","Dépenses","Dépenses","Dépenses","0","336000","AUTRES","","OCTOBRE/2022","Trois cent trente six mille francs congolais","Frais d'entretien jeep 4402","25/10/2022 00:00:00","2022/10/25","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","98558298,76","98558298,76","98222298,76","98222298,76","30/12/1899 15:09:15","","","","0","624000","OCTOBRE","2022","","144","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"819","616","Dépenses","Dépenses","Dépenses","0","100000","AUTRES","","OCTOBRE/2022","Cent mille francs congolais","Frais montage tables et chaises bureaux KV","25/10/2022 00:00:00","2022/10/25","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","98222298,76","98222298,76","98122298,76","98122298,76","30/12/1899 15:10:04","","","","0","659800","OCTOBRE","2022","","145","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"820","617","Dépenses","Dépenses","Dépenses","0","15000","AUTRES","","OCTOBRE/2022","Quinze mille francs congolais","Course de service Ewango","25/10/2022 00:00:00","2022/10/25","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","98122298,76","98122298,76","98107298,76","98107298,76","30/12/1899 08:14:03","","","","0","618120","OCTOBRE","2022","","146","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"821","618","Dépenses","Dépenses","Dépenses","0","15000","AUTRES","","OCTOBRE/2022","Quinze mille francs congolais","Course de service Lumumba","25/10/2022 00:00:00","2022/10/25","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","98107298,76","98107298,76","98092298,76","98092298,76","30/12/1899 08:14:54","","","","0","618120","OCTOBRE","2022","","147","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"822","619","Dépenses","Dépenses","Dépenses","0","70000","AUTRES","","OCTOBRE/2022","Soixante  dix mille francs congolais","Achat courroies d'alternateur,1 support pompe d'injection","25/10/2022 00:00:00","2022/10/25","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","98092298,76","98092298,76","98022298,76","98022298,76","30/12/1899 08:16:24","","","","0","624000","OCTOBRE","2022","","148","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"823","620","Dépenses","Dépenses","Dépenses","0","200000","AUTRES","","OCTOBRE/2022","Deux cent mille francs congolais","Frais d'approvisionnement frigo bureau IFI","25/10/2022 00:00:00","2022/10/25","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","98022298,76","98022298,76","97822298,76","97822298,76","30/12/1899 08:17:22","","","","0","604130","OCTOBRE","2022","","149","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"824","621","Dépenses","Dépenses","Dépenses","0","10000","AUTRES","","OCTOBRE/2022","Dix mille francs congolais","Course de service Kangala","25/10/2022 00:00:00","2022/10/25","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","97822298,76","97822298,76","97812298,76","97812298,76","30/12/1899 08:18:09","","","","0","618120","OCTOBRE","2022","","150","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"836","632","Dépenses","Dépenses","Dépenses","0","20000","AUTRES","","OCTOBRE/2022","Vingt mille francs congolais","Communication de service Basolua","27/10/2022 00:00:00","2022/10/27","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","82560495,56","82560495,56","82540495,56","82540495,56","30/12/1899 08:46:28","","","","0","628100","OCTOBRE","2022","","161","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
"853","648","Dépenses","Dépenses","Dépenses","0","717500","AUTRES","","OCTOBRE/2022","Sept cent dix-sept mille cinq cent francs congolais","Frais funeraire Lomata","28/10/2022 00:00:00","2022/10/28","","","","","KASANGANDJO - WANDUMA","BUEYA - NZUZI","NTAMBUE - KANKU","","72613915,56","72613915,56","71791415,56","71791415,56","30/12/1899 13:18:32","","","","0","604710","OCTOBRE","2022","","180","Francs Congolais:  Vingt six millions huit cent cinquante deux mille trente huit","31/10/2022","","1"
